Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
1,62,1,1,1,266,0,0,4,3,2,3,2,2,3,2,3,3,3,3,3,1,0
1,42,0,0,1,692,0,0,4,4,2,4,5,1,4,4,4,4,1,4,4,3,1
0,23,0,0,1,197,0,9,2,2,3,2,4,1,3,5,3,3,3,2,3,3,0
0,10,0,0,1,669,0,7,1,1,4,1,3,1,1,1,1,1,4,2,1,4,0
0,54,1,0,2,109,0,0,2,2,4,4,2,5,1,5,1,4,5,5,5,5,1
0,46,1,0,0,2749,0,0,1,1,2,4,1,2,4,2,3,2,2,2,2,2,0
0,50,1,0,0,2005,0,0,3,3,4,3,3,3,3,3,1,5,3,3,3,3,0
1,31,1,0,0,1535,24,6,1,1,4,2,1,1,2,1,2,2,3,2,2,4,0
0,70,1,1,1,448,0,1,2,2,1,2,2,1,3,2,4,2,1,2,1,1,0
1,42,1,1,1,423,1,0,4,2,5,2,3,3,1,4,1,1,4,2,1,4,0
1,35,1,0,0,2137,3,5,1,1,4,4,1,4,5,4,5,5,4,1,4,4,1
0,53,1,1,1,1744,0,0,5,3,4,4,3,4,4,3,5,5,4,3,4,4,0
1,46,1,1,1,2342,0,0,1,1,4,1,2,1,2,2,4,4,3,1,4,3,0
0,28,0,0,2,991,15,42,3,3,2,3,3,4,3,2,3,3,4,3,3,3,0
0,26,0,0,1,599,0,0,4,3,1,3,3,5,2,2,5,5,2,3,5,2,0
0,63,1,1,1,1190,32,16,5,2,5,4,1,3,5,2,4,5,3,2,3,3,0
1,47,1,1,1,651,0,0,2,3,3,3,3,4,1,4,1,1,3,3,1,3,0
0,22,1,1,2,646,11,12,1,3,2,3,3,4,5,2,5,5,4,3,5,4,0
1,39,1,1,1,374,0,0,5,1,4,1,3,5,3,5,3,3,2,1,3,2,0
0,33,0,0,0,197,0,0,1,1,4,1,3,4,3,5,3,3,5,1,3,5,0
0,66,1,0,1,575,2,3,1,1,3,3,1,2,4,2,4,3,2,2,2,2,0
0,59,1,1,1,1171,0,0,4,4,3,4,1,2,5,4,4,2,2,4,2,2,1
1,67,1,0,1,190,31,22,1,1,2,3,1,1,3,3,3,3,3,3,3,3,0
1,35,1,0,1,305,5,0,4,4,2,3,4,1,3,3,3,3,4,3,3,3,1
1,47,1,1,1,946,0,0,2,1,3,1,2,2,2,5,2,2,3,1,2,2,0
1,42,1,1,1,1463,0,0,4,3,4,3,1,5,1,3,1,1,4,3,1,5,0
0,37,1,1,1,707,32,24,4,1,3,1,2,3,5,4,5,5,5,1,5,4,0
0,33,0,0,1,125,2,0,0,1,2,1,4,5,3,5,3,3,4,1,3,1,0
1,44,1,0,0,3031,0,2,3,3,3,3,3,5,3,5,4,4,5,3,5,5,1
0,26,0,0,0,1012,0,0,2,2,3,2,5,5,5,2,5,5,4,2,5,4,0
0,29,1,0,0,1897,11,7,5,5,1,1,5,3,1,3,1,1,4,1,1,4,0
1,26,0,0,1,251,3,13,1,1,2,1,3,1,1,3,1,1,3,1,1,3,0
1,37,1,0,0,2045,16,0,5,5,3,4,5,4,5,4,4,4,4,5,4,4,1
1,27,1,1,1,128,0,0,1,0,3,0,2,1,1,2,1,1,2,4,1,2,0
1,27,1,0,0,2552,0,13,5,5,1,3,5,3,3,4,3,3,3,3,3,3,0
1,30,1,0,0,109,41,40,1,4,5,5,1,1,5,1,5,5,5,1,5,5,1
1,47,1,0,0,1069,34,24,2,5,3,4,5,5,5,5,5,4,5,5,5,5,1
0,57,1,0,0,2089,0,0,5,5,5,4,5,5,4,5,3,3,5,5,5,5,1
0,50,0,0,0,590,0,0,0,0,5,5,4,4,5,2,3,3,4,5,3,4,1
0,9,1,0,0,735,0,0,1,1,4,2,1,4,2,1,2,2,4,2,2,3,0
1,39,1,0,0,1045,0,0,2,2,4,5,2,3,4,3,4,4,3,2,3,3,1
0,48,1,1,1,691,0,0,4,1,5,5,5,3,5,1,5,3,3,1,3,3,0
0,58,1,0,0,2070,0,0,2,2,5,1,2,5,5,5,4,3,5,2,5,4,1
0,44,0,0,1,272,0,0,1,1,3,1,3,1,3,2,3,3,2,1,3,3,0
0,21,0,0,1,526,0,0,0,3,5,3,5,4,4,3,4,4,2,4,4,5,1
0,64,1,1,1,599,28,77,4,2,3,5,1,2,3,2,3,1,2,2,2,2,0
1,26,0,0,0,240,8,0,0,0,5,0,3,3,1,4,4,4,5,0,4,4,1
1,42,1,0,0,341,0,0,5,5,4,5,5,5,4,5,3,5,5,5,5,5,1
0,48,1,1,1,425,0,4,2,1,2,1,2,4,3,1,2,4,4,1,4,4,0
1,43,1,0,0,1608,0,0,5,5,3,4,5,5,4,4,5,3,5,5,5,5,1
0,25,0,0,0,2475,0,0,5,1,1,1,5,3,1,3,1,1,5,1,3,4,0
1,26,1,0,2,1416,0,0,4,0,1,4,5,3,5,2,5,5,2,0,5,3,1
0,57,1,0,0,295,0,0,2,2,4,5,2,5,4,5,5,3,5,2,5,5,1
1,35,1,0,0,116,0,0,3,3,4,5,3,5,4,5,3,2,5,3,5,4,1
0,38,0,0,1,199,0,0,2,2,3,2,4,2,1,4,1,1,3,2,1,3,0
1,37,1,0,1,303,0,0,2,2,5,4,2,5,4,5,4,4,2,4,4,5,1
0,59,1,1,1,951,0,25,3,3,1,4,1,4,4,3,2,5,4,3,4,5,0
1,55,1,1,2,1587,0,0,4,2,3,2,1,3,1,5,1,1,5,2,1,3,0
0,40,1,1,0,2399,7,0,5,3,3,3,4,4,4,3,5,4,4,3,4,2,0
1,17,1,1,1,1744,0,9,4,5,4,5,4,1,1,2,1,1,3,5,1,4,1
0,22,1,0,0,2378,0,0,5,5,3,4,5,5,4,4,4,4,4,5,4,3,1
1,37,0,0,0,543,0,0,3,3,5,3,1,5,4,5,4,4,5,3,4,4,0
1,51,1,1,1,630,16,13,3,2,1,2,2,2,1,3,1,1,2,2,1,2,0
0,41,1,1,0,351,13,10,5,2,4,4,2,1,5,2,4,4,1,2,1,1,0
0,51,1,0,0,2752,0,2,1,1,3,5,1,4,4,4,4,4,4,1,4,4,1
0,29,1,0,0,2524,6,19,5,5,1,1,5,1,1,4,1,1,4,1,1,3,0
1,27,0,0,0,1709,9,0,2,2,5,2,3,5,3,2,3,3,4,2,3,3,0
0,24,0,0,1,1199,0,0,3,3,4,3,2,3,2,2,2,2,4,3,2,4,0
1,49,1,0,0,1306,0,0,2,1,3,5,1,4,5,4,3,4,4,1,4,4,1
1,68,1,1,1,564,0,0,4,2,5,2,4,3,2,4,4,4,4,2,4,4,0
0,49,1,0,2,1190,0,0,3,2,4,4,3,4,3,4,1,5,4,4,4,4,1
1,45,1,0,0,2737,16,4,1,1,4,5,1,5,4,5,2,2,5,1,5,5,1
0,21,1,0,0,2486,0,0,4,4,4,4,4,5,3,4,3,3,4,4,3,3,1
0,58,1,0,0,1431,1,0,5,5,4,4,5,4,5,4,4,2,4,5,4,4,1
0,43,0,0,1,404,35,23,2,4,2,4,3,2,3,5,1,1,3,4,1,3,0
1,63,1,1,1,371,0,32,3,4,4,4,4,1,3,4,3,3,3,4,3,3,1
1,50,1,0,0,2654,6,1,2,4,5,5,4,5,4,4,4,3,5,4,5,5,1
1,44,1,0,0,3169,0,0,4,4,5,5,4,5,5,5,5,4,5,4,5,5,1
0,11,1,1,1,1390,0,0,4,1,1,1,2,4,4,4,4,4,5,1,4,3,0
1,28,0,0,0,861,0,2,3,3,4,3,1,5,2,5,2,2,5,3,2,5,0
1,26,1,0,0,3033,2,0,4,4,3,4,4,4,4,2,4,4,5,4,4,4,1
0,16,1,0,1,1035,32,19,3,3,1,4,3,1,2,3,4,4,4,4,4,3,0
1,23,0,0,1,990,32,28,3,3,1,3,3,2,1,2,2,2,3,3,2,4,0
1,69,1,1,1,1598,0,0,4,3,5,3,1,4,4,3,4,4,4,3,4,4,0
1,43,1,0,0,1849,3,2,1,1,3,4,1,4,4,4,3,2,4,1,4,4,1
1,40,1,0,0,266,2,7,4,4,3,4,4,5,4,5,3,3,5,4,5,5,1
0,38,1,0,0,373,12,0,3,2,5,4,2,4,5,4,3,2,4,2,4,4,1
0,15,1,1,1,308,15,14,5,2,4,2,1,3,1,4,1,1,4,4,1,4,0
1,29,0,0,1,413,0,0,0,5,1,5,4,3,3,1,3,3,1,5,3,4,1
1,39,1,0,2,248,0,0,1,1,5,4,1,5,4,5,4,4,4,4,4,4,1
0,48,1,1,1,1547,0,0,2,1,4,4,4,4,4,1,1,3,4,1,4,3,0
1,48,1,1,1,631,12,7,5,4,4,4,4,3,5,4,5,5,4,4,5,4,0
1,23,0,0,1,373,0,0,4,3,3,3,4,4,1,5,1,1,5,3,1,5,0
0,65,1,1,1,861,1,0,5,3,3,5,3,1,4,3,5,3,1,3,1,1,0
1,46,1,1,1,689,0,6,2,3,3,3,3,2,4,4,4,4,2,3,4,2,0
1,52,1,0,0,1452,14,33,3,3,5,4,3,2,5,2,3,3,2,3,2,2,1
1,37,0,0,0,247,0,0,4,4,3,4,5,4,3,3,3,3,4,5,3,4,1
0,32,0,0,0,802,0,10,4,4,3,4,2,4,4,2,2,2,5,4,2,4,0
1,34,1,1,1,859,0,88,5,4,5,4,2,5,4,3,4,4,4,3,4,4,0
0,37,1,1,1,912,0,7,4,4,4,4,3,4,4,2,4,4,5,3,4,5,0
0,64,1,1,1,262,0,0,1,0,3,4,3,2,3,0,1,1,2,2,2,4,0
0,19,1,1,2,489,0,0,0,3,4,3,1,4,1,2,1,1,4,3,1,4,0
0,13,1,1,1,728,17,48,3,3,2,3,5,2,1,3,4,4,2,3,4,2,0
1,17,1,0,0,1199,2,0,2,5,4,4,2,3,4,5,4,4,5,2,4,2,1
0,43,0,0,0,1727,17,47,1,1,5,2,4,5,3,5,5,5,5,2,5,4,0
1,9,1,1,1,936,22,22,5,4,5,4,2,5,4,4,4,4,5,5,4,5,1
1,50,1,0,0,2744,0,0,4,4,5,4,4,5,5,5,5,2,5,4,5,5,1
0,56,1,0,0,351,0,0,1,1,3,4,1,4,5,4,5,3,4,1,4,4,1
0,27,0,0,1,130,32,41,2,4,1,4,3,3,4,4,3,3,2,4,3,2,0
1,32,1,0,0,413,0,15,5,3,5,4,5,4,4,2,4,4,5,5,4,5,1
1,63,1,1,0,489,25,22,2,4,4,4,3,2,4,4,3,5,2,4,2,2,0
1,37,0,0,1,184,0,0,2,0,2,0,4,4,5,2,2,2,3,1,2,3,0
1,37,1,0,0,204,0,0,3,3,4,5,3,5,4,5,3,3,5,3,5,4,1
1,41,1,1,2,1199,14,3,4,0,5,0,2,2,5,1,5,5,3,0,5,4,1
0,57,1,0,0,2591,0,0,3,3,3,4,3,4,5,4,5,5,4,3,4,4,1
1,57,1,1,1,187,0,0,5,3,4,3,4,5,5,4,5,5,5,3,5,5,0
0,40,1,0,0,3084,0,0,3,4,3,5,3,4,4,4,3,3,4,3,4,4,1
1,25,1,1,2,508,0,0,5,3,3,3,2,4,2,3,2,2,5,3,2,4,0
0,56,1,1,2,2182,39,45,3,3,1,3,2,1,3,3,3,2,1,3,1,1,0
0,40,1,0,0,2248,0,0,2,2,4,4,2,2,4,2,2,3,2,2,2,2,0
0,7,1,1,2,2300,0,7,1,3,3,3,3,3,1,4,1,1,4,3,1,3,0
1,7,0,0,1,862,0,9,3,3,2,3,3,3,4,2,4,4,4,3,4,4,0
1,26,1,1,2,2253,0,0,1,4,3,4,3,2,3,3,3,3,3,4,3,3,0
0,41,1,0,0,2920,0,0,1,1,3,4,1,4,4,4,4,2,4,1,4,4,1
0,38,1,1,1,2611,0,0,2,2,1,2,4,3,2,3,2,2,3,2,2,2,0
1,23,0,0,1,822,0,0,3,3,5,3,5,3,5,5,5,2,5,2,2,2,0
1,23,1,0,0,1778,0,0,3,3,4,2,3,2,2,1,2,2,4,2,2,4,0
0,59,1,1,1,781,1,0,5,2,4,4,4,1,5,2,5,5,1,2,1,2,0
1,70,1,1,1,1021,1,32,3,1,3,1,4,1,2,5,2,2,4,1,2,4,0
0,36,1,0,0,573,4,0,3,4,4,5,3,5,4,5,3,4,5,3,5,5,1
1,32,1,1,1,405,0,2,2,3,4,3,3,2,4,1,4,4,4,3,4,3,0
0,51,1,0,0,1592,0,0,5,5,3,4,5,4,5,4,5,4,4,5,4,4,1
0,51,1,0,0,1199,2,11,5,5,4,3,5,4,5,4,2,4,4,5,4,4,1
1,10,1,1,1,1072,18,0,4,3,3,3,2,5,1,4,1,1,5,3,1,5,0
1,50,1,0,0,2753,3,2,5,5,4,5,5,4,4,4,4,5,4,5,4,4,1
0,39,1,1,1,369,34,24,4,3,2,3,1,4,2,3,2,2,4,3,2,4,0
1,30,0,0,1,836,0,12,0,0,1,0,3,3,4,4,3,3,1,0,3,4,1
0,24,0,0,1,1076,0,0,5,5,5,5,3,3,3,3,3,3,5,4,3,5,0
0,51,1,1,1,1371,9,31,2,2,3,4,4,2,3,2,1,2,2,2,2,3,0
0,23,0,0,1,435,0,0,0,2,1,2,4,5,3,4,5,5,5,2,5,5,0
1,25,1,1,2,1927,0,0,4,2,5,2,4,5,4,4,4,4,5,2,4,3,0
1,20,0,0,1,407,0,1,1,1,3,1,3,4,5,2,5,5,4,2,5,4,0
1,61,1,1,2,550,0,11,3,4,4,4,4,1,3,3,3,3,4,4,3,3,1
0,49,1,0,1,391,6,0,4,4,4,1,4,5,1,5,3,4,5,5,5,5,1
1,42,1,0,1,474,3,0,4,4,2,5,4,5,5,2,5,5,2,5,5,3,1
0,56,1,0,0,2218,3,0,3,2,3,5,3,4,4,4,5,5,4,3,4,4,1
0,56,1,1,1,488,2,1,2,2,4,2,2,2,3,2,4,3,2,1,2,2,0
1,64,1,0,0,216,0,0,5,0,3,4,4,5,4,5,3,2,5,0,5,5,1
1,34,1,0,0,1123,28,5,5,5,5,4,5,4,5,4,5,5,4,5,4,4,1
0,50,1,1,1,919,24,32,4,4,4,4,4,2,3,4,4,2,2,3,2,2,0
0,52,1,0,0,446,3,0,4,4,4,5,4,4,5,4,3,3,4,4,4,4,1
0,51,1,0,0,1371,0,5,5,2,1,4,2,3,4,3,4,4,3,3,3,3,0
1,30,1,1,0,2239,0,0,4,4,4,4,2,3,4,3,4,4,5,3,4,4,0
1,34,1,0,1,150,0,0,5,5,2,5,5,3,5,4,5,5,1,5,5,5,1
0,43,1,0,0,2929,0,0,5,4,5,4,5,5,5,5,3,3,5,5,5,5,1
1,41,1,1,2,501,0,0,3,1,1,1,4,1,1,1,1,1,4,1,1,3,0
0,12,1,1,1,644,0,0,3,1,1,1,3,4,1,1,1,1,3,1,1,3,0
0,49,1,0,0,2613,0,0,2,2,4,4,2,4,5,4,3,5,4,2,4,4,1
1,60,1,1,1,201,42,26,4,3,4,3,4,1,4,3,4,4,5,3,4,4,0
0,47,1,1,1,1062,0,13,1,5,4,4,4,1,4,5,1,3,1,5,1,1,1
0,54,1,0,0,2484,0,0,2,2,5,4,2,4,5,4,3,4,4,2,4,4,1
1,9,1,1,1,237,0,0,4,0,1,0,3,3,4,2,4,4,3,1,4,4,0
1,44,1,0,0,3138,0,0,4,2,4,4,4,5,4,5,3,5,5,4,5,5,1
0,23,1,1,1,1199,2,0,3,3,4,3,4,4,5,2,5,5,3,2,5,1,0
1,41,1,0,0,667,0,0,5,4,3,4,5,4,4,4,4,2,4,5,4,4,1
0,22,1,1,1,1303,2,17,4,2,3,2,2,5,1,2,1,1,5,2,1,4,0
1,24,0,0,1,373,0,0,0,2,4,2,1,4,2,2,2,2,3,2,2,3,0
1,37,1,1,1,640,3,0,4,4,5,4,4,5,3,5,3,3,5,4,3,5,1
1,34,1,1,1,1345,0,20,1,4,3,4,2,2,2,4,2,2,3,4,2,2,0
1,35,1,0,0,273,8,0,5,5,4,2,5,5,1,5,1,5,5,5,5,5,1
0,27,1,1,1,329,27,12,5,5,5,5,2,2,4,5,4,4,5,3,4,5,0
1,46,1,0,1,259,0,0,2,2,4,5,2,3,5,3,5,5,5,5,5,4,1
0,19,1,1,2,455,10,38,4,2,3,2,1,3,3,3,3,3,4,2,3,4,0
1,42,1,0,0,2539,0,0,3,3,4,3,3,2,3,2,4,1,2,2,2,2,0
0,40,1,0,0,368,13,16,5,5,5,4,5,5,5,5,4,5,5,5,5,5,1
1,30,1,0,0,552,0,0,5,5,1,4,5,2,4,1,4,4,1,5,4,2,1
0,20,1,1,2,862,2,0,1,2,1,2,2,2,1,1,1,1,1,2,1,1,0
1,52,1,0,0,1868,16,5,2,2,5,4,2,3,5,4,4,3,3,2,3,5,1
0,64,1,1,2,347,0,0,3,4,3,2,4,3,3,4,5,3,3,4,3,3,0
0,67,1,1,1,315,0,0,5,4,2,5,2,2,4,4,1,4,2,4,2,2,0
0,18,1,1,1,630,0,4,5,2,1,2,1,1,5,3,4,4,2,2,4,4,0
1,10,1,1,1,998,4,0,5,3,5,3,3,5,4,5,4,4,5,3,4,5,0
1,36,1,1,0,954,0,5,5,4,5,5,4,2,5,4,5,3,2,4,2,3,1
0,42,1,0,2,525,0,0,4,4,4,1,4,3,5,5,1,1,3,5,3,3,1
0,11,1,1,1,667,4,0,5,2,3,2,1,5,3,3,2,2,4,2,2,4,0
0,50,1,1,1,190,0,0,4,0,1,3,3,3,4,0,4,3,3,1,3,3,0
0,25,1,1,1,722,10,15,1,3,2,3,2,4,3,2,3,3,1,3,3,2,0
1,59,1,0,0,1978,11,16,2,3,5,5,2,4,4,4,5,2,4,2,4,4,1
1,12,1,1,0,507,27,25,2,2,3,2,3,2,5,3,1,1,3,2,1,2,0
1,35,1,0,1,530,0,10,1,2,4,2,1,4,2,1,2,2,3,2,2,3,0
0,33,1,0,1,160,0,0,1,1,5,5,1,5,5,4,5,5,4,5,5,3,1
1,59,1,0,0,570,29,17,2,2,4,5,2,2,4,2,3,3,2,2,2,2,1
0,45,0,0,0,599,1,0,3,3,3,3,4,5,4,3,4,4,4,3,4,4,0
1,36,1,0,1,569,0,0,5,5,4,4,5,5,4,3,4,4,5,4,4,4,1
1,29,1,0,0,1567,15,15,4,5,3,5,4,4,5,2,5,5,5,4,5,4,1
1,54,1,0,0,2586,0,5,1,1,4,4,1,3,4,5,4,4,3,1,3,5,1
0,42,1,0,0,1620,0,16,2,2,5,4,2,4,5,4,3,5,4,2,4,4,1
0,29,1,1,1,223,0,0,5,5,3,5,2,5,3,2,3,3,5,5,3,5,1
0,51,1,1,1,919,4,8,4,3,4,4,1,4,5,3,5,3,4,2,4,4,0
0,43,1,0,1,946,0,0,3,3,2,1,3,5,2,5,2,4,5,5,5,5,1
0,46,1,0,1,551,43,31,1,1,1,3,1,5,2,4,3,1,5,4,5,5,1
0,60,1,0,0,2051,33,61,5,2,4,4,5,4,5,4,5,3,4,5,4,4,1
0,40,1,0,1,1046,0,0,1,1,3,3,1,4,3,1,3,3,3,3,3,3,0
0,30,1,1,1,860,0,0,5,3,4,3,2,1,2,1,2,2,2,3,2,5,0
1,20,0,0,1,226,0,0,3,1,1,1,3,4,1,2,1,1,4,1,1,4,0
1,77,1,0,2,802,0,0,2,2,1,2,2,3,3,2,3,3,2,2,3,2,0
0,51,1,1,1,651,0,0,5,1,4,5,3,1,3,1,3,1,1,1,1,1,0
0,44,1,1,1,2556,0,0,5,4,5,3,3,1,4,4,4,1,1,4,1,1,0
0,57,1,1,1,1243,29,22,5,2,5,4,2,1,4,2,3,2,1,2,1,1,0
0,42,0,0,0,368,10,1,5,5,5,5,3,4,1,5,1,1,4,5,1,4,1
1,34,1,0,2,866,0,0,5,5,2,4,5,1,4,2,4,4,4,4,4,4,1
1,23,0,0,1,1357,0,0,4,4,4,4,3,3,2,2,2,2,4,4,2,4,0
0,48,1,0,0,2640,15,4,4,4,3,4,4,4,5,4,4,5,4,4,4,4,1
1,69,1,1,1,441,24,17,3,3,2,3,1,5,1,1,1,1,5,3,1,3,0
1,24,0,0,1,329,0,0,0,2,3,2,4,3,2,1,2,2,4,2,2,3,0
0,41,1,0,0,2876,22,20,5,5,5,4,5,4,4,4,4,5,4,5,4,4,1
1,49,1,0,0,2649,0,0,1,1,3,2,1,2,3,2,1,2,2,1,2,2,1
0,43,1,0,0,1086,0,0,5,5,5,4,5,5,5,5,5,4,5,5,5,5,1
1,51,1,1,1,67,3,18,5,2,4,2,1,5,5,4,5,5,5,2,5,5,0
1,12,1,1,1,273,0,57,3,4,2,4,3,4,4,5,4,4,3,2,4,3,0
1,62,1,0,1,223,16,7,3,3,1,2,3,2,2,2,2,2,3,2,2,4,0
1,25,1,0,1,711,0,0,5,5,4,2,5,1,2,3,2,2,4,2,2,4,0
1,29,1,1,0,1185,0,1,5,3,4,3,3,4,4,2,4,4,4,3,4,4,0
1,42,1,1,1,1635,0,0,5,4,5,4,1,4,2,2,2,2,4,3,2,3,0
0,60,1,1,1,965,0,0,5,5,3,4,3,1,5,5,3,3,1,5,1,1,1
1,65,1,1,1,862,3,0,5,4,4,4,3,4,3,3,3,3,1,4,3,4,0
0,23,1,0,0,1576,0,0,3,3,3,4,3,5,4,1,4,4,1,3,4,4,1
0,80,0,0,0,235,13,0,4,4,1,4,3,5,4,4,5,5,5,4,5,5,1
1,58,1,0,0,1635,25,13,1,1,4,5,1,4,5,4,4,5,4,1,4,4,1
0,40,1,1,2,2585,0,0,4,3,3,3,4,4,5,2,5,5,4,3,5,5,0
1,36,1,0,1,547,10,0,4,1,1,3,4,2,3,1,3,3,4,3,3,3,0
0,57,1,0,0,2454,11,0,3,3,1,3,3,1,4,1,4,2,1,1,1,1,0
0,52,1,0,0,1553,0,10,4,4,2,1,4,3,3,3,3,5,3,4,3,3,1
0,36,0,0,0,646,0,1,2,2,5,2,3,5,4,3,4,4,5,2,4,5,0
0,58,1,0,1,109,0,0,2,2,4,5,2,4,5,5,2,5,4,5,4,4,1
1,41,1,0,0,883,10,13,5,1,5,5,5,4,5,4,4,4,4,5,4,4,1
0,68,1,0,0,569,0,0,2,2,4,3,2,1,3,1,1,5,1,1,1,1,0
1,22,1,1,1,234,0,0,5,0,3,0,1,3,4,4,4,4,5,2,4,5,0
1,57,1,0,1,1849,0,0,3,3,3,3,3,2,3,4,3,3,4,3,3,3,0
0,42,1,1,1,457,0,0,4,3,1,4,1,3,2,3,5,1,3,3,3,3,0
1,59,1,0,2,1171,0,0,2,2,2,1,2,2,1,2,1,1,3,1,1,4,0
0,48,1,0,1,163,19,18,2,2,1,3,2,2,3,2,1,1,2,2,2,2,0
1,64,1,0,0,308,0,0,3,3,1,2,3,3,2,3,1,2,3,3,3,3,0
1,44,1,0,0,1444,5,17,2,2,5,4,2,4,5,4,4,2,4,2,4,4,1
0,44,1,1,1,125,0,0,3,2,4,2,3,5,2,2,2,3,5,2,5,5,0
0,23,0,0,0,255,4,6,3,0,5,0,3,4,5,2,5,5,4,0,5,4,1
1,20,1,0,0,2041,0,1,1,1,5,3,1,5,3,1,3,3,3,1,3,4,1
0,39,1,0,0,295,0,4,1,1,4,5,1,4,4,4,3,2,4,1,4,4,1
0,47,1,0,0,1355,20,39,1,1,4,5,1,4,5,4,4,4,4,1,4,4,1
0,16,0,0,1,757,0,0,4,4,5,4,4,2,1,5,1,1,5,4,1,5,1
1,25,1,0,1,493,0,1,4,4,2,5,4,1,4,5,5,5,5,5,5,1,1
0,53,1,0,0,551,0,0,1,1,4,3,1,1,4,1,3,3,1,1,1,1,0
0,53,1,0,0,247,4,1,3,3,5,5,3,4,5,4,3,3,4,3,4,4,1
1,62,1,1,1,438,0,14,4,2,5,2,1,5,5,2,5,5,5,2,5,4,0
1,18,0,0,1,722,14,17,0,0,4,0,2,4,3,2,3,3,4,0,3,5,1
0,55,1,0,0,3158,0,0,4,4,3,3,4,5,2,5,1,3,5,4,5,3,1
0,65,1,1,1,861,0,0,5,2,5,4,4,2,5,2,3,5,2,2,2,2,0
0,46,1,1,1,1147,0,0,3,3,3,2,3,2,3,3,4,1,2,3,2,2,0
0,60,1,0,0,1624,0,0,2,2,2,4,2,3,3,3,3,1,3,3,3,3,0
0,22,0,0,1,423,0,0,5,2,4,2,3,5,4,5,4,4,4,2,4,5,0
0,61,1,1,1,516,10,13,3,1,4,3,1,3,2,1,1,3,3,1,3,3,0
0,40,1,0,0,2662,2,0,1,1,5,4,1,4,5,4,3,2,4,1,4,4,1
0,34,1,0,0,1131,14,0,1,1,3,3,1,1,3,1,4,3,1,1,1,1,0
0,32,1,0,2,612,0,0,2,2,1,4,2,2,4,1,4,4,2,4,4,3,1
1,25,0,0,2,892,0,3,2,2,2,2,4,1,1,4,1,1,3,2,1,3,0
0,37,1,0,1,266,0,0,2,2,2,4,2,2,4,4,4,4,1,4,4,2,1
0,41,1,0,1,757,0,0,3,3,4,3,3,4,3,1,3,3,4,3,3,3,0
0,53,1,0,0,1189,0,7,3,5,3,4,3,5,5,5,4,3,5,3,5,5,1
0,58,1,0,1,489,0,0,2,2,3,3,2,2,3,2,4,4,2,2,2,2,0
1,39,0,0,0,910,7,3,2,2,5,2,2,4,4,3,4,4,5,2,4,4,0
1,65,1,1,1,842,33,29,5,1,4,1,1,3,4,3,4,4,4,1,4,5,0
0,47,1,0,1,109,0,0,3,3,2,4,3,5,5,5,5,5,5,5,5,5,1
1,14,1,1,1,1027,0,0,4,2,3,2,3,5,3,4,3,3,5,2,3,4,0
1,43,1,0,0,2399,6,7,0,0,3,5,2,4,5,4,2,2,4,0,4,4,1
0,53,1,1,1,73,0,0,4,1,3,5,3,4,5,1,4,4,4,1,4,4,0
0,60,1,0,0,247,27,14,2,2,5,5,2,4,5,4,5,3,4,2,4,4,1
0,58,1,0,0,1916,14,0,2,2,3,3,2,2,2,2,1,2,2,2,2,2,0
0,49,1,1,1,2454,0,0,5,0,4,4,5,3,4,2,4,0,5,1,2,1,0
0,27,1,1,1,130,0,1,5,0,3,0,3,4,4,5,4,4,4,1,4,5,0
0,36,1,0,0,2901,0,0,2,2,5,5,2,5,4,5,5,4,5,2,5,5,1
0,39,1,0,2,261,0,0,1,1,5,4,1,3,4,1,4,4,4,4,4,2,1
1,27,1,1,1,1183,20,0,5,1,3,1,3,4,5,5,5,5,5,1,5,3,0
0,39,1,0,0,1372,0,0,2,2,5,5,2,4,5,4,3,3,4,2,4,4,1
0,67,1,0,0,1979,21,0,2,2,1,4,2,1,4,1,3,4,1,1,1,1,0
1,50,1,1,1,589,6,13,4,3,5,3,3,3,5,2,5,5,5,3,5,4,0
0,9,0,0,1,697,22,19,4,4,1,4,4,3,5,3,5,5,4,4,5,4,0
0,53,1,0,0,1389,0,0,2,2,5,5,2,5,5,5,3,4,5,2,5,5,1
0,25,0,0,2,432,14,21,0,4,1,4,3,3,5,2,5,5,2,4,5,3,0
1,26,0,0,0,337,0,0,0,4,5,4,1,5,4,4,4,4,5,4,4,4,1
0,54,1,1,1,1055,0,0,1,2,1,3,4,5,3,2,3,3,5,2,5,5,0
0,24,0,0,1,680,0,0,1,1,4,1,1,4,4,5,4,4,2,2,4,1,0
1,59,1,0,0,414,19,13,5,4,4,5,5,4,4,4,5,5,4,5,4,4,1
0,36,0,1,1,359,32,25,4,2,4,2,4,2,2,1,2,2,3,2,2,4,0
0,7,1,1,1,231,0,0,5,1,3,1,1,5,2,4,4,4,3,1,4,5,0
1,41,1,0,0,2189,4,28,2,4,5,4,4,4,5,5,3,5,4,4,4,4,1
0,27,0,0,1,838,0,0,3,3,2,3,2,2,3,5,3,3,5,3,3,3,0
1,61,1,1,1,493,33,25,4,2,3,2,4,4,4,3,4,4,5,2,4,4,0
1,46,1,0,0,399,0,2,5,5,4,5,5,5,4,5,3,2,5,5,5,5,1
